title,abstract,bodytext
The evolutionary significance of depression in Pathogen Host Defense (PATHOS-D),"Given the manifold ways that depression impairs Darwinian fitness, the persistence in the human genome of risk alleles for the disorder remains a much debated mystery. Evolutionary theories that view depressive symptoms as adaptive fail to provide parsimonious explanations for why even mild depressive symptoms impair fitness-relevant social functioning, whereas theories that suggest that depression is maladaptive fail to account for the high prevalence of depression risk alleles in human populations. These limitations warrant novel explanations for the origin and persistence of depression risk alleles. Accordingly, studies on risk alleles for depression were identified using PubMed and Ovid MEDLINE to examine data supporting the hypothesis that risk alleles for depression originated and have been retained in the human genome because these alleles promote pathogen host defense, which includes an integrated suite of immunological and behavioral responses to infection. Depression risk alleles identified by both candidate gene and genome-wide association study (GWAS) methodologies were found to be regularly associated with immune responses to infection that were likely to enhance survival in the ancestral environment. Moreover, data support the role of specific depressive symptoms in pathogen host defense including hyperthermia, reduced bodily iron stores, conservation/withdrawal behavior, hypervigilance and anorexia. By shifting the adaptive context of depression risk alleles from relations with conspecifics to relations with the microbial world, the Pathogen Host Defense (PATHOS-D) hypothesis provides a novel explanation for how depression can be nonadaptive in the social realm, whereas its risk alleles are nonetheless represented at prevalence rates that bespeak an adaptive function.","Major depression is so detrimental to survival and reproduction that it is hard to understand why allelic variants that promote the disorder have not been culled from the human genome, why in fact-far from being culled-genes that promote depression are so common and numerous and appear to have actually increased in prevalence during recent human evolution. 1 To address this issue, we have developed a novel theoretical framework positing that risk alleles for depression originated and have been largely retained in the human genome because these alleles encode for an integrated suite of immunological and behavioral responses that promote host defense against pathogens. This enhanced pathogen defense is accomplished primarily via heightened innate immune system activation, which results in reduced death from infectious causes, 2-5 especially in infancy when selection pressure from infection is strongest, 6 and the adaptive immune system is not yet fully operational. [6] [7] [8] [9] A vast literature has associated depressive symptoms and/or major depressive disorder (MDD) with increased innate immune inflammatory responses, 10 with meta-analyses reporting the most consistent findings for increased plasma concentrations of tumor necrosis factor-a (TNF-a), interleukin-6 (IL-6), C-reactive protein and haptoglobin. [11] [12] [13] Recent longitudinal studies extend these cross-sectional observations by reporting that increased inflammatory markers in nondepressed individuals predict the later development of depression. [14] [15] [16] Because infection has been the primary cause of early mortality and hence reproductive failure across human evolution, 9, [17] [18] [19] [20] [21] it would be expected that if depressive symptoms were an integral part of a heightened immunological response, allelic variants that support this response would have undergone strong positive selection pressure and thus would be both numerous and prevalent, as they appear to be. However, because the survival benefits of inflammatory processes are tempered by their costs in terms of increased mortality from septic shock, 22, 23 pathogen manipulation, 21, 24 long-term tissue damage and chronic disease, 10 these alleles would not be predicted to go to fixation (that is, 100% prevalence) but would be expected to manifest an intermediate prevalence reflecting the benefit of enhanced host defense in any given environment minus attendant costs. Again, this is consistent with current findings in the genetics of depression."
S-layers: principles and applications,"Monomolecular arrays of protein or glycoprotein subunits forming surface layers (S-layers) are one of the most commonly observed prokaryotic cell envelope components. S-layers are generally the most abundantly expressed proteins, have been observed in species of nearly every taxonomical group of walled bacteria, and represent an almost universal feature of archaeal envelopes. The isoporous lattices completely covering the cell surface provide organisms with various selection advantages including functioning as protective coats, molecular sieves and ion traps, as structures involved in surface recognition and cell adhesion, and as antifouling layers. S-layers are also identified to contribute to virulence when present as a structural component of pathogens. In Archaea, most of which possess S-layers as exclusive wall component, they are involved in determining cell shape and cell division. Studies on structure, chemistry, genetics, assembly, function, and evolutionary relationship of S-layers revealed considerable application potential in (nano)biotechnology, biomimetics, biomedicine, and synthetic biology.","With the exception of those prokaryotic organisms which have developed strategies to live under very specialized and frequently extreme environmental conditions in which monocultures are feasible, most organisms have to survive in highly competitive habitats in very complex microbiomes. Consequently, the diversity observed in the molecular architecture of bacterial and archaeal cell envelopes, particularly the structure of the outermost boundary layers, reflects evolutionary adaptations of the organism to specific environmental and ecological conditions. Among the most commonly observed prokaryotic cell surface structures are two-dimensional arrays of proteinaceous subunits forming surface layers (termed S-layers) on prokaryotic cells (Sleytr, 1976; Sleytr et al., 1988b ; Table 1 ). Since the first 'macromolecular monolayer' described by Houwink and Le Poole (1952; Houwink, 1953) in the cell wall of a Spirillum sp., S-layers have now been identified in hundreds of different species of almost every taxonomic group of walled Bacteria and are an almost universal feature of Archaea ( Fig. 1 ; for compila-tion see, Sleytr et al., 1996a Sleytr et al., , 2002 Claus et al., 2005; K€ onig et al., 2010; Messner et al., 2010; Albers & Meyer, 2011; Hynonen & Palva, 2013) ."
Th17 profile in COPD exacerbations,"COPD is characterized by an ongoing inflammatory process of the airways that leads to obstruction or limitation of airflow. It is mainly associated with exposure to cigarette smoke. In addition, it is considered, at present, a serious public health problem, ranking fourth in mortality worldwide. Many cells participate in the pathophysiology of COPD, the most important are neutrophils, macrophages and CD4+ and CD8+ T cells. Neutrophil migration to the inflammation area could be mediated largely by cytokines related to CD4+ Th17 lymphocytes, because it has been shown that IL-17A, IL-17F and IL-22 act as inducers for CXCL8, CXCL1, CXCL5, G-CSF, and GM-CSF secretion by epithelial cells of the airways. The aims of these molecules are differentiation, proliferation and recruitment of neutrophils. Furthermore, it is believed that CD4+ lymphocytes Th17 may be involved in protection against pathogens for which Th1 and Th2 are not prepared to fight. In COPD exacerbations, there is an increased cellularity in the lung region and respiratory tract. Therefore, the increase in the number of neutrophils and macrophages in the airways and the increase in proinflammatory cytokines are directly related to the severity of exacerbations and that is the importance of the functions of Th17 profile in this entity.","COPD is characterized by a continuous inflammatory process of the airways, leading to obstruction or limitation of airflow, which is mainly associated with exposure to cigarette smoke. 1, 2 However, only 10%-20% of smokers will develop the disease at some day in their life. These data lead to the belief that this disease is due to multiple factors that interact with each other. Among the most prominent are genetic factors that can condition patients to have a certain susceptibility to COPD. For example, deficiency of alpha1-antitrypsin (AAT) (responsible for inhibiting proteases, whose function is to deplete the extracellular matrix) is present in at least 1% of the carriers of the disease in Europe and the United States and other regions around the world such as Africa and Australia. 3 Many cells participate in the pathophysiology of COPD, the most important are neutrophils, macrophages, CD4+ and CD8+ T lymphocytes and the chemical mediators they produce (cytokines, chemokines, enzymes, growth factors, etc.). For example, neutrophil elastase (NE) is an enzyme that degrades the extracellular matrix to facilitate the migration of the neutrophil through the lung parenchyma to the inflammation area. People harboring AAT deficiency alleles have a greater susceptibility to presenting the disease or presenting it at an earlier age. 1, 4 On the other hand, cytokines such as TNF-α, IL-1β, IL-6, CXCL8 (also called IL-8), IL-22, IL-23, IL-17A, IL-17F and TGF-β among others are increased in samples from patients with COPD, suggesting an important role in its pathophysiology and in the exacerbations that may occur due Epidemiology COPD is now considered a serious public health problem, reaching the fourth place in mortality worldwide and in Mexico as well. 6, 7 Globally, this disease is present in ~600 million of people, especially in low-and middle-income countries. It is estimated that in 2020, it will rank among the first three causes of death worldwide. 8 COPD and asthma are the airway obstructive pathologies more prevalent. 9"
Mice Lacking Expression of Secondary Lymphoid Organ Chemokine Have Defects in Lymphocyte Homing and Dendritic Cell Localization,"Secondary lymphoid organ chemokine (SLC) is expressed in high endothelial venules and in T cell zones of spleen and lymph nodes (LNs) and strongly attracts naive T cells. In mice homozygous for the paucity of lymph node T cell ( plt ) mutation, naive T cells fail to home to LNs or the lymphoid regions of spleen. Here we demonstrate that expression of SLC is undetectable in plt mice. In addition to the defect in T cell homing, we demonstrate that dendritic cells (DCs) fail to accumulate in spleen and LN T cell zones of plt mice. DC migration to LNs after contact sensitization is also substantially reduced. The physiologic significance of these abnormalities in plt mice is indicated by a markedly increased sensitivity to infection with murine hepatitis virus. The plt mutation maps to the SLC locus; however, the sequence of SLC introns and exons in plt mice is normal. These findings suggest that the abnormalities in plt mice are due to a genetic defect in the expression of SLC and that SLC mediates the entry of naive T cells and antigen-stimulated DCs into the T cell zones of secondary lymphoid organs.","S econdary lymphoid organs are the predominant site of lymphocyte sensitization to novel antigens. Their function requires the colocalization of two distinct populations of leukocytes: antigen-presenting dendritic cells (DCs) 1 and antigen-responsive naive lymphocytes (1) . Chemokines, a rapidly growing family of small chemotactic cytokines, are believed to provide the signals that guide leukocytes to their proper location within lymphoid organs (2, 3) . Several recently identified chemokines have been suggested to mediate the constitutive trafficking of leukocytes based on their in vitro characteristics and their expression in lymphoid tissues (4) . A role for chemokines in B cell localization was shown by a targeted disruption of the chemokine receptor Burkitt's lymphoma receptor 1 (5) (6) (7) (8) . However, the involvement of chemokines in the localization of either T cells or DCs within lymphoid organs has not been directly demonstrated."
IgY antibodies for the immunoprophylaxis and therapy of respiratory infections,"Emergence of drug resistance among the causative organisms for respiratory tract infections represents a critical challenge to the global health care community. Further, although vaccination can prevent disease, vaccine development is impeded by several factors. Therefore, novel approaches to treat and manage respiratory infections are urgently needed. Passive immunization represents a possible alternative to meet this need. Immunoglobulin Y antibodies (IgYs) from the yolk of chicken eggs have previously been used against bacterial and viral infections in human and animals. Their advantages include lack of reaction with mammalian Fc receptors, low production cost, and ease of extraction. Compared to mammalian IgGs, they have higher target specificity and greater binding avidity. They also possess remarkable pathogen-neutralizing activity in the respiratory tract and lungs. In this review, we provide an overview of avian IgYs and describe their potential therapeutic applications for the prevention and treatment of respiratory infections.","Respiratory tract infections (RTIs) represent one of the most common illnesses encountered in clinical medicine. In developed countries, RTIs account for the majority of antibiotic prescriptions, more than 30% of lost work-days, and 20% of all medical consultations. 1 About 1.3 million children under 5 years die from acute respiratory infections (ARI) worldwide every year 2 and represents the cause of death in one third of children under five years in developing countries. 3 Multidrug-resistant (MDR) or difficult-to-treat pathogens are an enormous challenge to the global health care community because of the high morbidity and mortality associated with them as well as the economic burden that they place on patients and the health care system. Antibiotics are a major tool in managing infections caused by these pathogens, [4] [5] [6] [7] [8] but the emergence of antibiotic resistance has undermined their usefulness in some cases. Furthermore, a substantial proportion of respiratory infections are acute viral infections. The management of such infections includes use of antivirals and treatment to relieve disease symptoms. However, most antiviral agents target conserved viral proteins, which places selective pressure on the virus, leading to the development of antiviral resistance. 9 Viral infections can be prevented by vaccination, but vaccine development faces multiple challenges, including antigenic variations in viral strains, low efficacy or short-term immune responses. In the case of outbreaks, rapid vaccine development may not be possible to control the spread of infection. 10 Therefore, an urgent need exists to develop novel approaches to treat and manage the respiratory infections Passive immunization offers an alternative approach for treating infections in immune-compromised individuals and avoiding any side effects that might result from vaccination. 11 Antibody preparations used for passive immunization mainly contain polyclonal antibodies derived from the sera of immunized animals, immunized humans, and in some cases convalescing patients. 12, 13 The effective use of polyclonal antibodies faces several challenges, including standardization and patient safety. Monoclonal antibodies (mAbs) have been suggested as an alternative to polyclonal antibodies, but their use is limited by high production cost (about US$100/g). 14 In addition, the possibility of viral escape mutants requires production of numerous mAbs targeting several antigens. This strategy would increase the cost and require additional efficacy and safety studies. 15 Immunoglobulin (Ig)Ys are produced by chickens and other birds, reptiles, and amphibians. The function of IgYs is similar to that of mammalian IgGs. 16 IgYs are present in the sera of chickens and are passed to the embryo through egg yolk. 17 Egg IgY antibodies have previously been used against bacterial 18 and viral infections. 19 IgY is well tolerated because chicken eggs are a natural part of the human diet. In addition, it can be used in patients with egg allergies because the purified IgY does not contain egg albumin, the common trigger for allergic reactions to eggs. 20 Moreover, the immunogenicity of IgY has been tested previously in both pigs and mice. Vega et al 21 and Torche et al 22 have both demonstrated that administration of IgY to pigs via both systemic and local routes induced an anti-IgY antibody response, primarily consisting of the IgG subclass. These data suggest that IgY is antigenic and although the biochemical properties of this antibody molecule do not facilitate considerable binding to mammalian Fc receptors, serum sickness is a theoretical possibility if IgY is administered in large amounts. Whether or not IgY elicits an allergic response in pigs is unknown, however Akita et al 23 demonstrated that administration of egg yolk containing IgY, purified IgY, and IgY Fab' to mice failed to induce an IgE response. They further determined that there was very little cross reactivity between egg white protein, which is highly allergenic, and purified IgY."
Reovirus Activates a Caspase-Independent Cell Death Pathway,"Virus-induced apoptosis is thought to be the primary mechanism of cell death following reovirus infection. Induction of cell death following reovirus infection is initiated by the incoming viral capsid proteins during cell entry and occurs via NF-B-dependent activation of classical apoptotic pathways. Prototype reovirus strain T3D displays a higher cell-killing potential than strain T1L. To investigate how signaling pathways initiated by T3D and T1L differ, we methodically analyzed cell death pathways activated by these two viruses in L929 cells. We found that T3D activates NF-B, initiator caspases, and effector caspases to a significantly greater extent than T1L. Surprisingly, blockade of NF-B or caspases did not affect T3D-induced cell death. Cell death following T3D infection resulted in a reduction in cellular ATP levels and was sensitive to inhibition of the kinase activity of receptor interacting protein 1 (RIP1). Furthermore, membranes of T3D-infected cells were compromised. Based on the dispensability of caspases, a requirement for RIP1 kinase function, and the physiological status of infected cells, we conclude that reovirus can also induce an alternate, necrotic form of cell death described as necroptosis. We also found that induction of necroptosis requires synthesis of viral RNA or proteins, a step distinct from that necessary for the induction of apoptosis.","tutes an intrinsic response of the host cell to viral infection (1, 2) . Though both apoptosis and necrosis function to limit viral infection, they each have markedly different effects on the cell. While apoptosis results in membrane blebbing, nuclear condensation, and DNA fragmentation, the integrity of the plasma membrane is maintained (3) . In contrast, necrosis results in cell rounding, cell swelling, and ultimately a loss of plasma membrane integrity, leading to the leakage of host cytoplasmic contents (3) . In addition to the morphological differences in dying cells, apoptosis and necrosis also influence host physiology in a distinct manner. While cells dying by apoptosis do not activate the immune system, the leakiness of necrotic cells recruits immune cells and promotes inflammation (4), potentially enhancing pathology associated with cell death. Though necrosis was generally considered to be an unregulated, uncontrolled form of cell death, recent evidence indicates that at least one form of necrosis, necroptosis, is programmed (5) . In addition to the leakiness of membranes observed in all forms of necrosis, necroptosis is characterized by the activation of signaling from death receptors, the dispensability of caspase activity, and a requirement for the kinase activity of recep-tor interacting protein 1 (RIP1 or RIPK1) or 3 (RIP3 or RIPK3) (3) . Though both apoptosis and necroptosis have been shown to occur during viral infection, it is not known if similar events in viral infection trigger apoptosis and necroptosis (1) . Conditions that favor one form of cell death over the other during viral infection are also not understood."
Rapid Multiplex Testing for Upper Respiratory Pathogens in the Emergency Department: A Randomized Controlled Trial,Background. Acute upper respiratory tract infections are a common cause of emergency department (ED) visits and often result in unnecessary antibiotic treatment.,"Acute respiratory tract infection (ARTI) is a common cause of emergency department (ED) visits, accounting for ~12.6 million cases annually from 2001 to 2010 [1] . Many of these cases are due to viral infection, and up to 30%-40% are prescribed antibiotics inappropriately [2] . This is worrisome, as overuse of antibiotics creates selective pressure for antibiotic-resistant pathogens that increases morbidity, mortality, and health care cost for affected patients [3] . In addition, antibiotic use can lead to drug-related adverse reactions that could prompt patients to return to the ED [3, 4] ."
Pediatric Drug Nitazoxanide: A Potential Choice for Control of Zika,"Zika virus (ZIKV) infection can be the cause of congenital malformations, including microcephaly in infants and can cause other disorders such as Guillain-Barré syndrome, meningoencephalitis, and myelitis, which can also occur in some infected adults. However, at this time, there is no drug approved to treat ZIKV infection. Drug repurposing is the promptest way to obtain an effective drug during a global public health emergency such as the spread of Zika virus. In this study, we report a US Food and Drug Admistration-approved drug that is safe for pediatric use. Nitazoxanide and its bioactive metabolite, tizoxanide, have anti-ZIKV potential in vitro, and we identified that they exerts antiviral effect possibly by targeting the viral postattachment step.","Zika virus (ZIKV), a mosquito-borne flavivirus that was first isolated in Uganda in 1947, has a positive-strand ribonucleic acid (RNA) genome of approximately 11 000 nucleotides. Zika virus can be transmitted by Aedes spp mosquitoes and also through sexual contact, blood transfusion, urine, saliva, and vertically from mother to fetus [1] . Since a large Zika outbreak happened in Brazil in 2014, ZIKV transmission has been reported in more than 60 countries and regions globally. Although 80% of patients infected with ZIKV are asymptomatic [2] , it can lead to fetal microcephaly in pregnant women [3] , and it may increase risk of neurological disorders and myelitis in infected adults [4] . The association between ZIKV infection and testis damage was proved in a mouse model recently, arising the concern between ZIKV infection and infertility in male [5] . To protect the public health, especially to avoid birth defects, it is necessary to find a safe drug that can be taken by mouth (orally) for prophylactic and therapeutic use during an epidemic."
Amino acid residues critical for RNA-binding in the N-terminal domain of the nucleocapsid protein are essential determinants for the infectivity of coronavirus in cultured cells,"The N-terminal domain of the coronavirus nucleocapsid (N) protein adopts a fold resembling a right hand with a flexible, positively charged b-hairpin and a hydrophobic palm. This domain was shown to interact with the genomic RNA for coronavirus infectious bronchitis virus (IBV) and severe acute respiratory syndrome coronavirus (SARS-CoV). Based on its 3D structure, we used site-directed mutagenesis to identify residues essential for the RNA-binding activity of the IBV N protein and viral infectivity. Alanine substitution of either Arg-76 or Tyr-94 in the N-terminal domain of IBV N protein led to a significant decrease in its RNA-binding activity and a total loss of the infectivity of the viral RNA to Vero cells. In contrast, mutation of amino acid Gln-74 to an alanine, which does not affect the binding activity of the N-terminal domain, showed minimal, if any, detrimental effect on the infectivity of IBV. This study thus identifies residues critical for RNA binding on the nucleocapsid surface, and presents biochemical and genetic evidence that directly links the RNA binding capacity of the coronavirus N protein to the viral infectivity in cultured cells. This information would be useful in development of preventive and treatment approaches against coronavirus infection.","RNA viruses, including coronaviruses, encode a group of structural phosphoproteins with basic patches on their surface. As a pivotal structural component of the virion, this group of proteins plays essential roles in packaging the RNA genome to form a ribonucleoprotein (RNP) complex resulting from assembly of the viral RNA and multiple copies of the (nucleo)capsid protein. A detailed dissection and characterization of the intrinsic RNA-binding properties of these proteins are thus essential for understanding several important processes in the life cycle of RNA viruses, including assembly of the nucleocapsid, the specific encapsidation of viral RNA and morphogenesis of virions. In this study, amino acid residues in the N-terminal domain of the nucleocapsid (N) protein of a coronavirus that are critical for its RNA-binding activity are identified and their roles in viral infectivity are analyzed, using site-directed mutagenesis based on our previous structural studies."
Hepatitis E Virus-Associated Meningoencephalitis in a Lung Transplant Recipient Diagnosed by Clinical Metagenomic Sequencing,"Hepatitis E virus (HEV) infection uncommonly causes chronic hepatitis and neurologic disease. We describe a case of genotype 3a HEV meningoencephalitis diagnosed by metagenomic next-generation sequencing, illustrating the power of an unbiased molecular approach to microbial testing and the first reported case of HEV infection presumably acquired through lung transplantation.","The Precision Diagnosis of Acute Infectious Diseases (PDAID) study for the diagnosis of hospitalized patients with suspected infectious causes of meningoencephalitis was launched in June 2016. The goal of this multihospital, nationwide study is to evaluate the utility and cost-effectiveness of a clinical metagenomic next-generation sequencing (mNGS) assay for pathogen detection as compared with conventional microbiological testing (Supplementary Methods). The mNGS approach does not define targets a priori; rather, any and all viruses, bacteria, fungi, and parasites are identified in clinical samples on the basis of sequence homology to GenBank microbial reference databases. The mNGS assay has been validated in a Clinical Laboratory Improvement Amendments (CLIA) laboratory [4, 5] , and results are relayed to the treating clinical team(s) and reported in the patient's electronic medical record."
Identification and molecular characterisation of bovine parainfluenza virus-3 and bovine respiratory syncytial virus -first report from Turkey,"Introduction: Bovine parainfluenza virus-3 (BPIV3) and bovine respiratory syncytial virus (BRSV) are the cause of respiratory disease in cattle worldwide. With other pathogens, they cause bovine respiratory disease complex (BRDC) in ruminants. The aim of the study was the detection and molecular characterisation of BPIV3 and BRSV from nasal swabs and lung samples of cows in and around the Erzurum region of eastern Turkey. Material and Methods: In total, 155 samples were collected. Of animals used in the study 92 were males and 63 females. The age of the animals was between 9 months and 5 years, mean 1.4 years. Most males were in the fattening period and being raised in open sheds; females were in the lactating period and kept in free stall barns. All samples were tested for the presence of viral genes using RT-PCR. Genespecific primers in a molecular method (RT-PCR) identified BRSV (fusion gene) and BPIV3 (matrix gene) strains at the genus level. Results: RNA from BRSV and BPIV3 was detected in two (1.29%) and three (1.93%) samples, respectively, one of each of which was sequenced and the sequences were aligned with reference virus strains. Phylogenetic analyses clustered the strains in genotype C/BPIV3 and subgroup III/BRSV. Conclusion: The results indicate that BRSV and BPIV3 contribute to bovine respiratory disease cases in Turkey. This is the first report on their detection and molecular characterisation in ruminants in Turkey.","Bovine respiratory disease complex (BRDC) is a major problem for cattle breeders worldwide, causing serious economic losses. BRDC is associated with infection by certain viruses, bacteria, and parasites (33) . In addition to these infectious agents, stress factors such as transport, gestation, and poor management conditions play an important role in the onset of the disease (30) . Bovine herpes virus 1 (BHV-1), bovine respiratory syncytial virus (BRSV), and bovine parainfluenza virus-3 (BPIV3) are the most common viral agents of the respiratory system. Some opportunistic agents (Mannheimia haemolytica, Pasteurella multocida, Haemophilus somnus, and Mycoplasma spp.) contribute to the appearance of clinical signs and thus increase mortality and cause losses in the herds (18) . Suppressed immunity also has an important role in the prognosis. Diseases such as bovine leucosis and bovine viral diarrhoea suppress immunity and lead to more animal loss by worsening clinical symptoms."
"Temporal trends in the incidence and demographics of cancers, communicable diseases, and non-communicable diseases in Saudi Arabia over the last decade ‫املعدية،‬ ‫األمراض‬ ‫إنتشار‬ ‫معدل‬ ‫إنخفاض‬ ‫الدراسة‬ ‫هذه‬ ‫نتائج‬ ‫أظهرت‬ ‫كذلك‬ ‫واحلمى‬ ‫املاء،‬ ‫وجديري‬ ‫واحلصبة،‬ ،B ‫الكبد‬ ‫التهاب‬ ‫حاالت‬ ‫انخفضت‬ ‫حيث‬ ‫معدل‬ ‫في‬ ‫مزعجة‬ ‫زيادة‬ ‫لوحظ‬ ‫وقد‬ ‫الضنك.‬ ‫حمى‬ ‫ملعدل‬ ‫ارتفعت‬ ‫بينما‬ ‫املالطية‬ ‫الدم.‬ ‫ضغط‬ ‫وارتفاع‬ ‫السكري‬ ‫ومرض‬ ‫السمنة‬ ‫مثل‬ ‫املعدية‬ ‫غير‬ ‫باألمراض‬ ‫اإلصابة‬ ‫غير‬ ‫باألمراض‬ ‫اإلصابة‬ ‫معدل‬ ‫ازدياد‬ ‫إلى‬ ‫الدراسة‬ ‫هذه‬ ‫نتائج‬ ‫خلصت‬ ‫اخلامتة:‬ ‫وانخفاض‬ ‫واإلعاقة،‬ ‫الوفيات‬ ‫معدل‬ ‫بزيادة‬ ‫وارتبطت‬ ‫العقد،‬ ‫هذا‬ ‫خالل‬ ‫املعدية‬ ‫لوضع‬ ‫امللحة‬ ‫احلاجة‬ ‫إلى‬ ‫يشير‬ ‫مما‬ ‫الصحية،‬ ‫الرعاية‬ ‫تكاليف‬ ‫وزيادة‬ ‫احلياة،‬ ‫نوعية‬ ‫اإلصابة‬ ‫في‬ ‫الزيادة‬ ‫إلى‬ ‫الدراسة‬ ‫هذه‬ ‫أوضحت‬ ‫وكذلك‬ ‫واملكافحة.‬ ‫للوقاية‬ ‫برامج‬ ‫السعودية‬ ‫العربية‬ ‫باململكة‬ ‫عظمى‬ ‫صحية‬ ‫مشكلة‬ ‫ستصبح‬ ‫والتي‬ ‫بالسرطانات‬ ‫القادمة.‬ ‫السنوات‬ ‫خالل‬ OPEN ACCESS","To describe the trends in the incidence rates of 5 most common cancers, communicable diseases, and non-communicable diseases in Saudi Arabia over the last decade.","O ver the last 3 decades, Saudi Arabia has witnessed enormous progress in its socioeconomic condition that has resulted in prosperity and changes in lifestyle. 1 This, in turn, has decreased the prevalence of communicable diseases and increased the prevalence of non-communicable metabolic diseases such as diabetes and obesity. 2 The Saudi Arabian population is relatively young. Several factors increase the risk of metabolic and chronic diseases in the Saudi Arabian population. 2 Cardiovascular ailments are at the top of the list of diseases causing highest number of mortality in Saudi Arabia. 3 Among this, ischemic heart disease accounts for 14% and stroke accounts for 11% of the total casualties in 2010. 3 Saudi Arabia provides free health-care services to its citizens. The government of Saudi Arabia in collaboration with the World Health Organization (WHO) has emphasized on improving the health situation in the country by focusing on 5 key health issues; namely, 1) health security and disease prevention, 2) control of communicable diseases, 3) control of non-communicable diseases, 4) accidents and injuries, and 5) strengthening of health systems, on a priority basis. 1 Cases of some infectious diseases were recently identified in Saudi Arabia, indicating that despite technological developments in diagnostics, treatment, and vaccination programs, various infectious diseases have re-emerged in Saudi Arabia after a decade. 4 For instance, the prevalence of Middle East respiratory syndrome coronavirus infection increased in Saudi Arabia during 2012, and this disease continues to be a concern during the summer season and religious congregations in holy sites. 5 Cancers are a major health concern globally. In Saudi Arabia, the incidence of the most common cancers has increased steadily, with colorectal cancer being the most common cancer among men and breast cancer being the most common cancer among women. [6] [7] [8] The scientific information available on the current status and trends of various communicable, non-communicable diseases and cancers are limited to the primary statistics available in the portals of Ministry of Health and other health agencies. However, studies on these publicly available data regarding its analysis to derive a conclusion regarding the trends of major disease in Saudi Arabia is scanty and scattered if existed. Hence, the present study was aimed at analyzing the trends in the incidence of 5 most common cancers, communicable diseases, and non-communicable diseases in Saudi Arabia over the last decade."
,"Objective: Spontaneous intracerebral hemorrhage (ICH) is caused by the rupture of small blood vessels and other health problems. In ICH patients, hematoma enlargement is the most critical risk factor for poor outcomes. Tranexamic acid, an anti-fibrinolytic agent, has been used to reduce hematoma expansion. We analyzed the risk factors for hematoma expansion in ICH patients and compared the predictability of hematoma expansion in ICH patients with the use of tranexamic acid. Methods: We performed retrospective analysis of ICH patients who underwent follow-up computed tomography scans from October 2008 to October 2018. Of the 329 included patients, 67 who received tranexamic acid and 262 who did not receive tranexamic acid were compared. We also analyzed the risk factors of 45 and 284 patients who did and did not experience hematoma expansion, respectively. Results: Hematoma expansion was observed in 7 (10.4%) of 67 patients in the tranexamic acid group and 38 (14.5%) of the 262 patients who did not receive tranexamic acid. There was no statistically significant difference between patients who did and did not received tranexamic acid (p=0.389). In the multivariate logistic regression analysis of risk factors for hematoma expansion, spot sign and a maximal diameter of 40 mm were identified as risk factors. Conclusion: We could not confirm the effect of tranexamic acid on hematoma expansion in ICH patients. Spot sign and the maximal diameter of hematomas were confirmed as risk factors of hematoma expansion. If the maximal diameter is greater than 40 mm, the hematoma should be closely monitored.","Spontaneous intracerebral hemorrhage (ICH) is caused by the rupture of small blood vessels in the brain. It is a major health problem with an annual incidence of 10-30 per 100,000 individuals and accounts for 8-30% of total strokes. 23) Compared with ischemic stroke, ICH is a critical disease with 2-6 times higher mortality and morbidity. 12) According to reports, the 30-day mortality rate of ICH is 30-55% and only 12-39% of survivors have favorable functional outcomes after 6 months. 19, 24) In patients with ICH, hematoma enlargement is the most critical risk factor that causes poor outcomes and increasing mortality. 15 ) Therefore, prevention of hematoma enlargement is the goal of conservative management. However, except strict control of blood pressure (BP), it is not know how to prevent hematoma enlargement in ICH patients. 15, 18) According to several articles, the use of anti-fibrinolytic agents has been reported to reduce blood loss during surgery and prevent hematoma expansion. 1, 8, 11, 27, 32) However, unlike these promising findings, some related randomized controlled trial have shown that antifibrinolytic agents do not affect rebleeding, neurologic deterioration, and mortality for cerebral hemorrhage. 25, 29) In consideration of these discrepancies, we analyzed the risk factors for hematoma expansion in ICH patients and compared the predictability of hematoma expansion in ICH patients with the use of an anti-fibrinolytic agent."
Tumor-associated macrophages secrete CC-chemokine ligand 2 and induce tamoxifen resistance by activating PI3K/Akt/mTOR in breast cancer,"Abbreviations: CCL2, CC-chemokine ligand 2; CM, conditioned medium; ER, estrogen receptor; MCP-1, monocyte chemoattractant protein 1; MR, tumor-associated macrophage from a tamoxifen-resistant tumor microenvironment; MS, tumor-associated macrophage from a tamoxifen-sensitive tumor microenvironment; PFS, progression-free survival; TAM, tumor-associated macrophage; TME, tumor microenvironment.","Breast cancer is the most common cause of cancer-related mortality in women. 1 Approximately 70% of breast cancers are hormone receptor-positive. 2 Although endocrine therapy remains the most effective treatment, its efficacy is limited by intrinsic or acquired endocrine resistance. [3] [4] [5] Tamoxifen, a selective ER modulator, is the most common endocrine therapy worldwide 6 ; hence, resistance to tamoxifen is a major clinical challenge."
Infection & Chemotherapy 메르스 의료기관 감염관리지침,"Middle East Respiratory Syndrome (MERS) is an acute viral respiratory illness with high mortality caused by a new strain of betacoronavirus (MERS-CoV). Since the report of the first patient in Saudi Arabia in 2012, large-scale outbreaks through hospital-acquired infection and inter-hospital transmission have been reported. Most of the patients reported in South Korea were also infected in hospital settings. Therefore, to eliminate the spread of MERS-CoV, infection prevention and control measures should be implemented with rigor. The present guideline has been drafted on the basis of the experiences of infection control in the South Korean hospitals involved in the recent MERS outbreak and on domestic and international infection prevention and control guidelines. To ensure efficient MERS-CoV infection prevention and control, care should be taken to provide comprehensive infection control measures including contact control, hand hygiene, personal protective equipment, disinfection, and environmental cleaning.",2.
